time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,At31_episodes_disability_recorded,At31_episodes_disability_recorded_percent,Autism_percent,Behaviour_percent,Communication_percent,Consciousness_percent,Hand_Function_percent,Hearing_percent,Incontinence_percent,Learning_Difficulties_percent,Mobility_percent,Personal_care_percent,Vision_percent,Other_percent
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Recorded disability,1967,217,11,31.3,18,13.4,c,c,6,0,32.7,18.9,0,10.1,6
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Recorded disability,1179,47,4,31.9,c,c,c,0,0,c,c,19.1,0,c,17
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Recorded disability,2916,382,13.1,28.5,20.2,42.1,12.3,18.3,5.2,28.3,52.1,43.7,44,11.8,19.1
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Recorded disability,1727,455,26.3,29.9,12.7,33,3.3,c,4.8,c,59.3,14.1,3.7,4.2,16
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Recorded disability,43,c,c,c,0,c,0,0,0,c,c,c,c,0,0
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Recorded disability,2821,279,9.9,22.2,14.7,16.8,4.3,c,3.6,4.3,38,17.9,c,6.1,18.6
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Recorded disability,1511,228,15.1,25,c,0,0,0,c,0,5.3,5.3,0,4.8,75.9
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Recorded disability,1815,153,8.4,36.6,c,c,5.9,0,4.6,0,15,9.8,0,5.2,43.1
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Recorded disability,2459,297,12.1,39.1,9.1,5.4,0,c,5.7,0,35.7,14.8,c,4.4,19.9
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Recorded disability,946,82,8.7,32.9,47.6,50,11,c,c,23.2,62.2,20.7,34.1,8.5,8.5
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Recorded disability,2729,276,10.1,49.6,15.2,26.8,8,8.7,6.2,15.6,58,17.8,28.3,9.4,19.9
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Recorded disability,2622,422,16.1,50.7,18.2,20.6,5.5,c,2.8,c,22.3,13.5,3.3,5.9,8.5
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Recorded disability,3420,388,11.3,28.1,32.5,29.6,3.4,2.6,10.3,11.9,38.7,19.1,16,11.1,16.5
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Recorded disability,3317,328,9.9,43,20.7,22,3.7,c,4.6,c,34.8,6.4,0,8.2,28
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Recorded disability,2897,139,4.8,41,c,10.8,5.8,0,5,c,28.8,13.7,9.4,7.9,7.9
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Recorded disability,2186,279,12.8,31.9,19.7,36.6,3.9,4.7,3.6,15.8,39.4,14.7,24.4,8.2,39.4
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Recorded disability,2260,289,12.8,37.7,11.4,17,c,4.8,3.8,c,37.4,16.6,7.3,4.8,28
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Recorded disability,2065,131,6.3,26.7,21.4,17.6,0,0,8.4,c,38.2,c,0,5.3,c
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Recorded disability,2115,267,12.6,29.6,13.5,19.9,0,2.6,4.1,5.6,49.4,19.1,8.2,6,22.8
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Recorded disability,1521,286,18.8,37.8,56.3,83.9,14.7,48.3,15.7,7.7,86.7,48.6,83.9,22,31.8
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Recorded disability,1902,127,6.7,52,c,c,10.2,0,c,0,41.7,4.7,c,7.1,c
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Recorded disability,1738,397,22.8,21.2,32.7,17.6,c,c,6.3,10.1,63.2,18.9,6.3,8.1,28
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Recorded disability,3980,380,9.5,40,7.9,25,c,7.4,c,7.1,43.2,20.8,10,10,4.7
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Recorded disability,2418,184,7.6,35.3,4.3,10.9,c,0,c,c,26.1,14.1,c,6.5,46.7
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Recorded disability,2470,553,22.4,49.9,5.4,12.5,c,c,2.2,1.3,20.4,24.2,1.3,4.2,0
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Recorded disability,2401,239,10,43.9,17.6,8.4,0,0,c,c,31.4,18.4,c,4.6,21.8
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Recorded disability,1827,209,11.4,32.5,20.1,17.2,11.5,c,c,5.3,42.6,14.4,5.7,10,41.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Recorded disability,1374,279,20.3,45.5,19,9.7,6.8,0,6.5,2.2,34.4,15.4,2.5,5,6.5
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Recorded disability,2301,180,7.8,40,18.9,26.1,3.3,7.2,3.3,10.6,44.4,30,18.9,10.6,12.2
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Recorded disability,1887,273,14.5,28.6,22.3,28.9,4.4,2.9,8.8,11.4,57.1,15.8,20.1,9.9,13.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Recorded disability,843,57,6.8,42.1,c,c,c,0,0,0,26.3,19.3,c,c,10.5
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Recorded disability,1901,233,12.3,34.3,26.6,25.8,c,c,3.4,8.2,50.6,15,9.9,8.6,8.2
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Recorded disability,2515,465,18.5,46.2,6.5,9.2,6.7,c,c,3.7,42.8,15.7,4.7,4.7,20.4
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Recorded disability,880,112,12.7,31.3,10.7,17.9,c,0,6.3,c,50,21.4,5.4,7.1,11.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Recorded disability,2211,109,4.9,19.3,61.5,45.9,13.8,10.1,c,17.4,14.7,26.6,c,6.4,37.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Recorded disability,2242,159,7.1,44.7,8.8,c,0,0,c,0,44,20.8,0,6.9,31.4
2015,Reporting year,National,E92000001,England,,,,,,Recorded disability,390130,50650,13,30.5,23.1,23.8,5.4,5.2,5.6,8.9,45.8,21.5,13.8,8.8,20.2
2015,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Recorded disability,23680,2980,12.6,31.3,17.7,21.3,5.7,3.6,5.4,9,46.8,19.1,11.6,9.4,19.7
2015,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Recorded disability,55610,5510,9.9,28.8,19.7,21.6,4.5,2.2,5.2,6.4,48.3,20.6,10.2,8.9,14.5
2015,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Recorded disability,39650,4500,11.4,27.1,25.7,31.2,7,9.4,8.2,17.7,54,29.3,22.1,11.5,14.6
2015,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Recorded disability,26690,3120,11.7,27.8,17.1,14.4,6.9,3.7,5.8,7.1,36.4,27.3,9.4,7.2,33.8
2015,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Recorded disability,46340,5700,12.3,28.6,27.6,24,3.6,4.4,6.1,10,46.3,17,13.4,8.3,32.9
2015,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Recorded disability,36080,6010,16.6,31,18.2,16.5,3.3,3.5,4.3,5.3,35.7,17,12.1,6.8,25.6
2015,Reporting year,Regional,E92000001,England,E12000007,London,,,,Recorded disability,71150,8130,11.4,35.7,18.9,22.6,5.1,4.9,5.3,5.1,42.2,19.6,11.4,8,18.9
2015,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Recorded disability,53290,8030,15.1,33.7,20.8,21.5,6.8,4.8,5.3,6.2,48.5,21.8,9.6,9.2,10.6
2015,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Recorded disability,37630,6670,17.7,26.3,37.5,36.6,6,9,5.7,16.1,52,25.6,23.8,10.2,19.8
2015,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Recorded disability,31830,3240,10.2,31.8,19.4,24.8,5.3,3.9,5.7,5.1,39.1,18.7,11.9,7.5,20.2
2015,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Recorded disability,39320,4900,12.5,38.3,18.6,21.1,5,5.5,5,5.1,44.2,20.1,11.1,8.4,18
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Recorded disability,845,160,18.9,23.1,11.9,16.3,c,0,c,c,30,20.6,c,5,16.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Recorded disability,3745,345,9.2,39.4,47.5,64.3,20,13,10.1,33.9,74.8,43.2,46.7,18.6,0
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Recorded disability,1590,296,18.6,30.7,12.2,24.3,2.4,2,4.7,2.7,34.5,16.9,5.7,9.5,76
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Recorded disability,1191,152,12.8,36.2,12.5,11.2,c,0,c,c,44.7,14.5,c,4.6,c
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Recorded disability,2069,262,12.7,37.4,6.1,c,c,0,3.8,0,54.2,9.9,0,7.6,3.8
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Recorded disability,2279,482,21.1,25.7,18,12.7,6,2.1,6.4,7.9,35.3,16.2,6.8,6.8,28.6
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Recorded disability,1406,92,6.5,c,40.2,56.5,c,c,c,10.9,64.1,27.2,19.6,9.8,c
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Recorded disability,3364,409,12.2,43,5.9,5.9,c,0,3.9,2,37.7,6.8,c,5.1,9
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Recorded disability,950,182,19.2,32.4,3.8,7.7,20.9,c,6,3.3,37.9,22,c,15.4,38.5
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Recorded disability,1495,224,15,24.6,15.2,23.2,3.6,8.5,7.6,10.7,57.6,21.9,18.3,12.9,6.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Recorded disability,1902,137,7.2,16.8,c,c,c,0,c,c,51.8,10.2,0,5.8,27.7
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Recorded disability,2843,241,8.5,32,34.9,36.9,3.7,8.7,5.8,20.7,52.3,23.2,26.1,10.8,10.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Recorded disability,1617,146,9,17.8,24,19.9,c,c,5.5,c,54.1,27.4,5.5,13,4.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Recorded disability,1672,103,6.2,27.2,6.8,8.7,13.6,0,c,c,54.4,21.4,5.8,c,c
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Recorded disability,2653,182,6.9,22,30.2,34.6,4.4,8.2,3.8,17,54.9,20.9,24.2,6.6,9.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Recorded disability,1475,201,13.6,59.7,15.9,c,0,0,5,0,18.9,4,c,6.5,4
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Recorded disability,2176,151,6.9,27.2,30.5,16.6,c,c,4.6,7.3,39.1,12.6,4,11.9,21.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Recorded disability,2147,269,12.5,31.6,14.5,20.1,c,c,3.3,7.4,49.4,14.5,7.1,9.7,21.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Recorded disability,3421,503,14.7,34.6,18.3,20.3,5.4,2.4,6,7.6,52.7,18.7,9.7,5.4,8.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Recorded disability,1289,164,12.7,13.4,32.9,8.5,c,c,5.5,5.5,32.9,8.5,c,4.3,17.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Recorded disability,1372,191,13.9,42.4,9.9,14.7,6.3,c,c,7.9,42.9,17.3,6.3,8.9,13.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Recorded disability,8489,626,7.4,27.2,20,34.8,8.6,5.3,5.8,9.3,61.2,31.8,21.4,10.4,7.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Recorded disability,4150,24,0.6,c,c,c,0,0,c,0,41.7,c,0,c,c
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Recorded disability,4758,280,5.9,30.4,7.1,12.1,0,0,5,0,51.4,0,0,15.4,41.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Recorded disability,1982,154,7.8,29.2,14.9,22.7,14.3,0,4.5,3.9,55.8,31.8,0,7.8,22.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Recorded disability,2136,335,15.7,31,6.3,9.3,3.3,4.2,3.6,6.9,33.1,35.8,9.3,6,19.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Recorded disability,1854,264,14.2,18.6,37.1,46.2,7.6,c,9.1,c,32.2,26.1,15.9,6.8,8.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Recorded disability,1720,312,18.1,25,37.8,57.7,7.1,3.5,11.2,11.2,68.9,33.3,16.7,18.6,39.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Recorded disability,1655,284,17.2,38.4,12.7,13,3.5,c,3.5,3.2,33.8,19.7,c,6,23.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Recorded disability,1684,287,17,26.5,40.1,29.3,7,8,3.8,18.5,54,22.3,20.2,9.1,15
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Recorded disability,1457,112,7.7,35.7,17,28.6,8.9,c,5.4,c,57.1,29.5,15.2,11.6,7.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Recorded disability,1453,126,8.7,40.5,6.3,6.3,c,0,c,c,34.1,4.8,0,11.1,15.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Recorded disability,1053,167,15.9,28.1,32.9,16.2,3.6,c,3.6,c,40.1,13.2,3.6,5.4,7.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Recorded disability,2519,274,10.9,31,7.3,7.3,2.2,c,c,c,45.6,21.2,c,6.2,4.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Recorded disability,2882,353,12.2,6.8,13.3,9.6,0,c,7.1,1.7,59.8,12.5,19,9.3,c
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Recorded disability,1871,303,16.2,12.2,4.3,c,c,c,6.9,c,71.9,22.8,c,7.9,c
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Recorded disability,3828,442,11.5,22.2,23.8,34.4,10.9,13.3,10,19.9,40,33.3,26.5,15.2,6.8
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Recorded disability,1240,79,6.4,16.5,40.5,38,c,12.7,c,21.5,57,38,27.8,12.7,7.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Recorded disability,2321,154,6.6,32.5,9.1,4.5,0,c,c,c,23.4,21.4,c,c,24
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Recorded disability,1843,252,13.7,24.2,12.7,17.9,5.6,6.7,7.1,12.3,47.2,25,17.5,9.5,9.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Recorded disability,3787,541,14.3,26.8,19,16.8,3.1,1.3,4.8,3,41.4,17.7,8.1,6.8,19.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Recorded disability,2613,336,12.9,25.3,30.1,51.8,2.1,8.9,8.3,25.9,71.7,43.2,24.7,16.7,17.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Recorded disability,6430,414,6.4,24.2,16.9,20.8,c,9.2,c,15.5,46.4,30.4,20,8.5,28.3
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Recorded disability,1941,178,9.2,42.7,25.3,23,9.6,c,6.7,5.6,48.3,21.3,c,3.4,5.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Recorded disability,1005,152,15.1,20.4,42.1,53.9,12.5,14.5,11.8,35.5,67.8,32.2,40.8,18.4,12.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Recorded disability,2787,529,19,33.6,40.1,46.3,14.9,11.7,4.7,28.2,58.6,26.3,23.1,11.9,8.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Recorded disability,2346,170,7.2,0,81.2,83.5,27.1,54.1,37.6,66.5,89.4,70.6,93.5,34.7,0
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Recorded disability,4014,603,15,41.3,27.7,39.6,7.3,10.3,11.1,21.4,63.3,30.3,32.8,13.8,15.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Recorded disability,2588,197,7.6,19.8,6.1,c,3.6,0,c,0,22.8,11.2,c,c,44.7
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Recorded disability,1033,153,14.8,37.3,32,43.1,3.9,9.8,7.2,20.3,65.4,39.2,32,10.5,15
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Recorded disability,2444,327,13.4,24.8,40.7,44.6,8.3,15.6,10.1,33,64.2,34.3,42.8,13.5,16.5
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Recorded disability,4659,887,19,17.7,19.8,4.2,9.5,0,6,0,48.6,33.8,0,8,54.3
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Recorded disability,2211,216,9.8,24.1,22.7,25.5,14.8,8.3,3.7,20.8,44.9,38,25.5,13,10.6
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Recorded disability,2058,290,14.1,0,0,0,0,0,0,0,0,0,0,0,100
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Recorded disability,3747,322,8.6,32.6,23.3,28.6,5.9,7.5,4,12.4,55.9,40.1,18,12.1,7.1
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Recorded disability,4161,304,7.3,58.6,c,22.7,5.3,2.3,13.2,0,c,18.1,0,0,18.4
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Recorded disability,3391,499,14.7,33.3,12.8,9.4,1.8,3,5.2,5.4,28.3,27.5,8,5.2,10
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Recorded disability,3793,245,6.5,46.5,14.7,c,11,0,3.7,0,25.3,12.7,c,6.9,31.8
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Recorded disability,229,30,13.1,46.7,c,0,0,0,0,0,30,c,0,c,0
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Recorded disability,9676,1144,11.8,27.1,8.5,3.6,c,c,2.4,1,18.8,10.8,1,3,48.3
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Recorded disability,4135,371,9,39.4,30.7,22.1,5.7,5.1,8.4,11.6,44.5,21,11.9,13.2,8.4
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Recorded disability,3134,636,20.3,27.5,50.6,46.2,c,3.6,17.5,8,59,c,8.6,22.3,76.3
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Recorded disability,1311,59,4.5,32.2,15.3,27.1,11.9,13.6,c,13.6,50.8,23.7,25.4,c,25.4
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Recorded disability,1778,149,8.4,0,30.2,39.6,0,0,8.7,0,47.7,18.1,0,15.4,53.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Recorded disability,1637,197,12,43.7,29.4,32,0,c,5.1,6.6,53.3,14.7,4.6,10.2,c
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Recorded disability,1349,215,15.9,31.6,40.5,18.1,5.1,c,c,6.5,31.2,8.4,5.6,3.3,20.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Recorded disability,5590,934,16.7,26.4,31.6,34,8.2,14.2,3.5,25.7,55.5,35.9,40.6,4.3,17.6
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Recorded disability,3741,420,11.2,28.1,26.9,22.6,3.3,1.4,5.5,12.1,44.3,25.2,14.8,5.5,20
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Recorded disability,1112,208,18.7,32.2,27.4,30.3,3.8,c,11.1,c,63.5,20.2,4.8,8.7,7.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Recorded disability,2319,272,11.7,25.4,23.2,16.9,c,c,4,8.1,42.3,10.7,6.6,8.5,2.9
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Recorded disability,3797,217,5.7,58.1,30.4,42.4,8.8,16.1,4.6,20.3,53.5,28.6,29,11.1,5.5
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Recorded disability,2817,360,12.8,21.9,32.8,29.7,6.7,2.5,9.2,9.4,60.6,16.9,15.6,9.4,22.5
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Recorded disability,3942,519,13.2,23.3,24.7,10.4,c,c,3.3,7.3,62.4,8.1,5.2,6.6,58
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Recorded disability,1427,170,11.9,42.9,15.9,42.4,5.9,10.6,8.2,12.9,61.8,23.5,32.9,15.9,34.1
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Recorded disability,2993,509,17,22.8,6.1,c,0,0,c,0,27.7,3.1,0,1.2,42.2
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Recorded disability,1506,252,16.7,38.5,23.8,45.2,11.5,9.1,4.8,17.5,65.9,26.2,29.8,11.9,19.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Recorded disability,6286,1237,19.7,35.2,11.2,12.7,3,1.8,4.9,5.3,27.9,16.8,13.1,7.3,22.4
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Recorded disability,5441,1078,19.8,35.4,4.2,1.8,0,0,1.7,0,24.9,17.5,0,3.6,24.2
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Recorded disability,2480,450,18.1,45.1,17.8,24.7,2.7,4.2,6.4,0,38.9,17.8,24,9.8,29.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Recorded disability,8192,977,11.9,15.9,35.5,21.2,8.6,4.8,4.8,4.8,37.7,9.8,9.6,4.6,26.6
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Recorded disability,1895,218,11.5,28,15.1,7.3,c,c,6.9,c,39.9,13.3,3.2,4.6,18.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Recorded disability,1024,237,23.1,33.8,25.3,11.4,4.2,c,3.4,c,38,13.9,c,9.3,32.5
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Recorded disability,3277,683,20.8,23.3,34.3,33.8,1.5,11,6.4,19,47.1,32.1,29.3,12,18.3
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Recorded disability,1563,196,12.5,51.5,19.9,15.8,c,c,4.1,c,38.8,23,10.7,8.2,21.4
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Recorded disability,748,82,11,34.1,36.6,24.4,19.5,c,8.5,c,58.5,20.7,c,9.8,43.9
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Recorded disability,2475,330,13.3,29.1,39.7,20.3,7.9,c,5.5,c,41.2,18.8,12.7,8.2,30
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Recorded disability,2695,433,16.1,24.7,10.4,12,1.4,c,2.5,c,40.6,14.8,2.3,3.7,12
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Recorded disability,3351,598,17.8,26.3,11.7,5.9,2.2,c,1.3,c,31.1,13.4,0,2.7,5.4
