time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,1671,976,113,24,62,137,188,c,30,136,c
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2124,926,168,33,155,336,121,10,365,0,10
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1681,1066,150,40,110,153,21,7,129,c,c
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,889,484,104,51,78,71,26,c,73,0,c
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1544,623,172,56,212,366,21,6,88,0,0
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2519,1524,477,116,79,210,33,6,74,0,0
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,895,451,166,68,20,102,23,0,65,0,0
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1952,513,175,38,666,277,49,c,85,c,121
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,3076,1229,170,111,266,286,67,19,91,70,767
2014,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,395480,186980,41410,11500,38400,73390,7880,2360,10380,3840,19340
2014,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,23940,10310,2610,420,3160,5820,660,60,270,90,560
2014,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,55020,30100,4570,1400,4860,10460,1140,130,800,200,1350
2014,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,40280,22170,3490,730,2430,6570,540,400,510,540,2880
2014,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,33170,15660,3140,1040,2910,5420,500,110,710,590,3090
2014,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,47320,22930,4690,1430,5200,8600,1250,230,940,660,1390
2014,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,36020,18830,4460,490,3130,6260,380,80,600,230,1570
2014,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,69050,29990,6790,3070,6940,9560,1840,1040,4090,710,5040
2014,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,53160,19690,6960,1770,5770,13930,1110,170,1770,410,1600
2014,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,37530,17300,4700,1170,4010,6770,460,140,700,410,1860
2014,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,31640,13100,2520,1810,3690,4510,920,660,1480,570,2390
2014,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,37410,16900,4270,1260,3240,5050,920,380,2600,140,2650
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,897,425,103,c,c,358,c,0,0,0,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,3028,1551,305,71,209,343,205,c,25,c,317
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1602,524,196,23,152,643,30,c,28,c,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1226,628,140,18,125,286,12,c,c,12,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2197,627,295,24,177,1035,28,c,6,c,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2446,1151,243,81,255,373,135,22,92,0,94
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1565,659,116,11,198,536,c,c,37,0,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,3681,1386,337,78,966,752,126,14,22,0,0
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1170,274,136,18,321,389,9,c,16,6,c
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1390,809,186,28,155,132,55,c,10,11,c
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2073,1022,296,47,233,272,42,c,12,c,146
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2663,1254,254,12,365,696,c,c,20,56,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1515,802,143,19,211,291,32,c,15,c,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,1884,1038,126,138,162,124,23,c,20,c,251
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2603,1682,118,58,241,370,47,c,83,c,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1841,1316,160,26,101,153,54,0,31,0,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2116,1105,140,35,469,273,c,c,39,26,15
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2076,1203,208,10,209,327,33,c,24,c,58
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3888,2167,407,86,316,706,107,c,c,51,30
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1146,521,32,9,42,464,25,0,29,0,24
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1181,398,173,42,102,393,56,c,c,0,14
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,9034,4715,716,196,647,2452,79,11,152,0,66
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3686,2613,64,88,144,648,52,c,34,20,c
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5155,2904,258,276,356,510,151,43,82,78,497
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,1680,907,109,37,81,304,36,c,25,c,168
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2216,899,355,51,387,452,35,12,25,0,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,1663,1160,91,19,65,245,13,c,20,c,47
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,1551,540,213,44,315,386,42,c,10,0,c
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1505,1096,263,24,29,55,20,0,18,0,0
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,1596,694,159,93,85,496,44,c,18,c,6
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,1450,974,82,24,95,170,55,c,36,12,c
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1398,415,136,42,355,292,85,6,64,c,c
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1065,691,64,6,58,151,30,c,12,c,50
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2092,1401,252,30,212,157,21,c,17,0,c
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2674,860,305,43,178,1045,88,c,30,c,96
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1104,404,133,13,58,199,17,c,c,16,251
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,4183,2991,314,35,238,512,33,12,47,c,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1252,1053,38,16,59,60,8,c,6,11,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2239,1465,205,52,122,339,26,c,25,0,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1939,812,172,19,87,770,49,c,17,9,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3190,1644,247,57,227,814,18,18,23,142,0
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2713,1642,299,16,89,281,17,c,31,c,336
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,6946,3043,467,63,272,578,69,21,115,64,2254
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2366,1702,102,192,20,284,38,c,c,8,15
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,771,393,64,20,34,178,28,c,27,15,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2658,1489,419,66,307,260,28,c,48,39,c
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,1851,1066,154,41,270,219,35,0,7,53,6
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,4087,1913,506,36,277,816,54,332,88,65,0
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,3710,1872,206,66,206,1161,83,10,44,55,7
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1266,677,168,39,160,103,41,0,15,63,0
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2566,1765,437,162,55,43,31,10,40,23,0
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,4501,1491,511,231,274,503,54,14,63,72,1288
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,1920,1011,141,37,217,318,23,13,35,27,98
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,4891,2046,518,170,495,630,116,10,35,124,747
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3724,2784,250,27,179,114,c,c,83,40,227
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,4766,1920,501,126,54,1588,52,12,195,188,130
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3422,2073,372,34,456,258,28,25,100,48,28
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,7129,2469,393,236,1120,1936,177,27,136,63,572
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,250,99,19,17,62,28,c,0,18,c,0
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,9123,5440,705,203,982,609,244,c,148,c,717
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,4637,3617,182,55,117,407,56,40,40,123,0
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,3262,1409,839,77,108,604,112,c,27,81,c
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1238,437,74,97,42,242,23,c,c,55,264
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,1994,1151,149,20,242,206,25,51,54,22,74
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1265,628,181,20,32,372,13,c,11,c,7
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1849,459,98,175,735,84,71,c,218,0,c
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,6614,1647,809,57,1181,2478,40,9,109,221,63
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3381,1161,358,389,120,932,243,11,57,40,70
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1400,944,195,28,70,120,21,c,21,0,c
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,2824,1024,243,14,699,636,80,14,46,62,6
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,3788,1625,284,47,435,1073,198,c,99,19,c
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2249,1172,151,39,209,353,80,0,34,30,181
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3700,2216,426,210,229,483,41,18,77,0,0
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1355,896,138,7,86,74,19,0,23,94,18
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,2977,2253,406,55,71,115,30,8,27,12,0
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1541,794,153,8,61,68,16,c,23,c,414
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,6412,3766,1260,90,435,502,49,12,237,0,56
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5882,2068,981,6,1189,1619,c,11,c,c,c
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,3408,1079,420,49,116,854,53,10,48,80,699
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,6678,3432,105,151,537,1914,94,17,55,0,373
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1765,1261,109,26,78,228,19,c,43,c,0
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1057,752,195,17,20,28,12,12,14,7,0
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3489,1666,451,69,439,708,74,6,44,32,0
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1454,862,241,13,93,151,10,c,77,0,c
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,774,210,72,49,84,200,c,c,11,0,140
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,1796,1281,99,27,149,112,19,11,22,40,36
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Primary need at assessment,2417,741,385,39,118,947,138,c,38,c,10
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,4325,1461,626,115,550,1133,176,8,61,32,163
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8020,1555,1125,525,835,3674,127,50,115,0,14
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1155,583,167,35,45,304,11,c,c,0,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10030,2354,1184,184,1364,3978,262,13,691,0,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,2589,853,255,47,95,536,35,0,16,81,671
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,1487,532,279,75,285,207,43,13,53,0,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary need at assessment,3504,1527,444,198,469,562,58,20,123,103,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary need at assessment,1328,770,116,26,56,274,42,7,37,0,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary need at assessment,1499,821,222,26,147,201,14,c,44,c,15
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary need at assessment,1549,753,185,75,96,301,41,7,66,25,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary need at assessment,1952,1418,213,13,98,133,8,7,48,14,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary need at assessment,4583,2023,723,40,719,800,50,c,204,20,c
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary need at assessment,838,347,96,22,141,173,9,c,45,c,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary need at assessment,3824,2046,452,224,335,178,c,c,145,80,299
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary need at assessment,951,282,262,34,153,172,12,c,32,c,0
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary need at assessment,541,134,53,11,29,47,c,c,9,c,250
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary need at assessment,1314,504,153,26,192,362,34,c,14,c,27
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Primary need at assessment,1684,293,127,16,185,906,36,0,15,106,0
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,3681,2056,440,104,359,594,42,11,68,0,7
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,x,x,x,x,x,x,x,x,x,x,x
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,5731,2482,1253,85,576,580,50,8,81,147,469
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Primary need at assessment,2260,1026,189,181,269,468,65,c,60,c,0
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,2982,1828,82,23,156,760,17,10,106,0,0
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,c,c,0,0,c,c,0,0,0,0,0
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,1409,435,230,29,423,262,11,c,17,0,c
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,1886,1336,152,207,17,55,32,71,13,c,c
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Primary need at assessment,1095,359,144,24,245,246,15,c,28,32,c
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,4037,2692,531,184,302,121,c,c,95,71,26
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1583,454,234,31,473,322,15,c,17,c,34
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,1618,557,138,58,228,159,24,7,26,13,408
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1843,538,271,25,63,188,19,c,16,c,715
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2819,1046,380,71,175,1080,19,0,48,0,0
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,2124,906,257,175,260,314,65,25,122,0,0
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,28,7,c,0,c,c,0,0,16,0,0
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,2465,1243,133,135,242,257,96,74,94,54,137
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary need at assessment,1459,506,128,53,116,145,15,6,51,41,398
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2816,1147,157,121,246,298,66,72,113,21,575
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2038,886,206,60,195,332,52,8,195,31,73
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,1002,298,136,64,144,178,73,16,89,c,c
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,4242,1739,231,291,954,455,183,68,144,125,52
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,3029,950,448,99,348,671,57,252,204,0,0
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3313,1675,263,124,448,557,73,c,112,c,46
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2927,1361,117,217,305,415,89,89,148,0,186
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,2544,1062,128,140,149,219,45,13,51,17,720
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,1639,762,241,197,178,107,c,21,64,48,c
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,2017,553,c,130,107,555,84,c,80,234,198
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,2184,1337,73,87,85,474,35,23,67,c,c
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,1937,564,255,41,356,612,21,c,79,c,6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1616,573,298,18,102,559,22,8,36,0,0
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,1413,520,121,19,78,68,13,8,24,10,552
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,1972,922,353,89,223,230,75,11,69,0,0
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,3753,1808,376,80,159,217,70,9,1027,0,7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,2594,1558,149,169,299,194,106,13,98,8,0
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,2012,890,333,37,209,92,58,97,112,35,149
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,3457,972,256,143,179,408,62,147,71,15,1204
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1714,803,216,90,167,312,28,c,87,c,c
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,1114,642,218,20,36,84,71,c,16,c,16
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2334,1107,190,38,118,341,130,13,391,0,6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1822,1130,150,49,135,201,17,10,122,0,8
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,915,471,183,31,82,60,14,c,73,c,0
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1603,676,180,70,207,352,24,c,89,c,0
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2363,1321,451,121,121,224,34,6,83,c,c
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,788,300,210,49,15,130,28,0,50,0,6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1298,302,99,32,502,241,46,c,25,c,28
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2519,1001,155,77,169,255,63,12,84,41,662
2013,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,378030,178900,43520,11740,38450,67970,6980,2130,11150,3590,13500
2013,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,23720,9900,2790,420,3270,5850,430,70,350,160,480
2013,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,51550,28440,4220,1200,5330,8980,1030,150,800,530,870
2013,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,40100,24160,3550,880,2510,5990,500,370,600,450,1100
2013,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,32770,14710,3390,990,2740,6080,430,130,880,510,2920
2013,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,44820,22170,4400,1400,5060,7810,1070,200,1080,330,1310
2013,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,33670,17320,5140,570,3230,5250,420,100,700,290,660
2013,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,67660,28270,7850,3170,7060,10300,1690,830,4290,460,3630
